date,longitude,latitude,airT
2018-07-01T01:00:00Z,13.543228,52.647691,11.6
2018-07-01T01:00:00Z,13.54801190152,52.671030033499,11.3
2018-07-01T01:00:00Z,13.58231,52.40355,NA
2018-07-01T01:00:00Z,13.572690963745,52.423867490065,11.9
2018-07-01T01:00:00Z,13.57036079364,52.409633993835,14.5
2018-07-01T01:00:00Z,13.5914994,52.3434434,13.5
2018-07-01T01:00:00Z,13.629599,52.338006,NA
2018-07-01T01:00:00Z,13.6136376,52.3508478,14.5
2018-07-01T01:00:00Z,13.61975891,52.37838496,13.8
2018-07-01T01:00:00Z,13.600577989935,52.374465215217,14.4
2018-07-01T01:00:00Z,13.584157,52.443685,12.1
2018-07-01T01:00:00Z,13.56982,52.46933,NA
2018-07-01T01:00:00Z,13.576055,52.441502,11.7
2018-07-01T01:00:00Z,13.609340667724,52.479980384023,NA
2018-07-01T01:00:00Z,13.563836,52.440284,16.8
2018-07-01T01:00:00Z,13.5784192,52.4572742,13.8
2018-07-01T01:00:00Z,13.576674,52.456528,15.3
2018-07-01T01:00:00Z,13.561202,52.473998,12.4
2018-07-01T01:00:00Z,13.583298741884,52.447998690401,13.3
2018-07-01T01:00:00Z,13.633803,52.532293,12.2
2018-07-01T01:00:00Z,13.6242381,52.522754,NA
2018-07-01T01:00:00Z,13.610628010176,52.532491534645,14.7
2018-07-01T01:00:00Z,13.6262707,52.5254456,10.8
2018-07-01T01:00:00Z,13.593925,52.522321,13.8
2018-07-01T01:00:00Z,13.608923,52.517893,13.1
2018-07-01T01:00:00Z,13.612915,52.525685,10.9
2018-07-01T01:00:00Z,13.593596376536,52.52716545477,15
2018-07-01T01:00:00Z,13.5824521,52.5209345,NA
2018-07-01T01:00:00Z,13.564512,52.518158,13.6
2018-07-01T01:00:00Z,13.598553882092,52.523312815067,12.7
2018-07-01T01:00:00Z,13.5725478,52.5249839,13.6
2018-07-01T01:00:00Z,13.562313,52.532779,11.9
2018-07-01T01:00:00Z,13.62039,52.542,10.8
2018-07-01T01:00:00Z,13.56109,52.57783,11.9
2018-07-01T01:00:00Z,13.58576,52.5388,NA
2018-07-01T01:00:00Z,13.59363,52.53548,12.4
2018-07-01T01:00:00Z,13.564826416284,52.539409972731,NA
2018-07-01T01:00:00Z,13.584652,52.646365,10.7
2018-07-01T01:00:00Z,13.574495,52.672909,NA
2018-07-01T01:00:00Z,13.631683,52.723189,NA
2018-07-01T01:00:00Z,13.593932,52.698336,NA
2018-07-01T01:00:00Z,13.71171,52.44178,11.6
2018-07-01T01:00:00Z,13.691497,52.5068746,11.1
2018-07-01T01:00:00Z,13.651585746569,52.514196820606,NA
2018-07-01T01:00:00Z,13.703104,52.48293,11.8
2018-07-01T01:00:00Z,13.69726,52.50522,NA
2018-07-01T01:00:00Z,13.699885885605,52.515584767027,11.4
2018-07-01T01:00:00Z,13.6629611,52.5142976,11
2018-07-01T01:00:00Z,13.403662,52.523355,13.05
2018-07-01T01:00:00Z,12.8851541,52.6046231,12.6
2018-07-01T01:00:00Z,13.5466197,52.5326815,14.5
2018-07-01T01:00:00Z,13.3105,52.512227,NA
2018-07-01T01:00:00Z,13.41203,52.55042,NA
2018-07-01T01:00:00Z,13.190464,52.634236,NA
2018-07-01T01:00:00Z,13.450984,52.520891,NA
2018-07-01T01:00:00Z,13.0275553,52.3935623,13.7
2018-07-01T01:00:00Z,13.205793,52.531308,14
2018-07-01T01:00:00Z,13.22133,52.40819,12.4
2018-07-01T01:00:00Z,13.098759,52.454757,11.6
2018-07-01T01:00:00Z,13.441296,52.536532,13.6
2018-07-01T01:00:00Z,13.372348,52.473678,NA
2018-07-01T01:00:00Z,13.328575,52.630908,NA
2018-07-01T01:00:00Z,13.6648607,52.5303431,NA
2018-07-01T01:00:00Z,13.5931194,52.5214672,13.5
2018-07-01T01:00:00Z,13.3061042,52.5378504,11.6
2018-07-01T01:00:00Z,13.480496,52.498399,12.7
2018-07-01T01:00:00Z,13.3333,52.3667,11.7
2018-07-01T01:00:00Z,13.477565,52.410942,12.1
2018-07-01T01:00:00Z,13.39188,52.48786,13.7
2018-07-01T01:00:00Z,13.2157155,52.38924323,14.2
2018-07-01T01:00:00Z,13.42541,52.53177,12.3
2018-07-01T01:00:00Z,13.687051,52.436715,NA
2018-07-01T01:00:00Z,13.29912,52.51245,15.3
2018-07-01T01:00:00Z,13.480467300438,52.452096227637,11.7
2018-07-01T01:00:00Z,13.2596467,52.7324292,11
2018-07-01T01:00:00Z,13.5145006,52.4237987,13.7
2018-07-01T01:00:00Z,13.2195156,52.3807443,NA
2018-07-01T01:00:00Z,13.43614,52.46667,15.1
2018-07-01T01:00:00Z,13.271590085983,52.520707432631,12.5
2018-07-01T01:00:00Z,13.15479,52.54507,12.8
2018-07-01T01:00:00Z,13.621569,52.487365,10.9
2018-07-01T01:00:00Z,13.301494,52.426362,12.3
2018-07-01T01:00:00Z,13.289476883549,52.680670778817,11.1
2018-07-01T01:00:00Z,13.393873,52.528845,14.4
2018-07-01T01:00:00Z,13.48889,52.5029,13.8
2018-07-01T01:00:00Z,13.13770297,52.3797456,11.3
2018-07-01T01:00:00Z,13.477293105645,52.411321806713,12.5
2018-07-01T01:00:00Z,13.6231502,52.5220325,NA
2018-07-01T01:00:00Z,13.236176,52.622607,NA
2018-07-01T01:00:00Z,13.233963,52.444728,16.8
2018-07-01T01:00:00Z,13.374862885372,52.505982746306,14.1
2018-07-01T01:00:00Z,13.320746,52.4532632,NA
2018-07-01T01:00:00Z,13.58505,52.545398,12.7
2018-07-01T01:00:00Z,13.5602528,52.4095458,11.7
2018-07-01T01:00:00Z,13.35616,52.49265,15.3
2018-07-01T01:00:00Z,13.602093522186,52.521843521975,10.8
2018-07-01T01:00:00Z,13.610801752669,52.492413134363,10.9
2018-07-01T01:00:00Z,13.33766,52.49471,16.5
2018-07-01T01:00:00Z,13.706985767943,52.44034663779,NA
2018-07-01T01:00:00Z,13.42496,52.42406,14.6
